ID,Squares,No_of_rooms,Address,Price,One_Sq
6612,58,2.5,Beograd Opština Voždovac,105270,1490.3747385405104
6613,73,3.5,Beograd Opština Voždovac,132495,1490.3747385405104
6614,73,3.5,Beograd Opština Voždovac,132495,1490.3747385405104
6615,73,2.5,Beograd Opština Novi Beograd,167900,1735.3775474934005
6616,65,4.0,Beograd Opština Zvezdara,101111,1461.4519261140167
6617,50,2.0,Beograd Opština Stari grad,107000,2531.903872181951
6618,42,1.5,Beograd Opština Palilula,40000,1282.912470736089
6619,46,2.5,Beograd Opština Zemun,67190,1230.719435933011
6620,46,2.0,Beograd Opština Zemun,67190,1230.719435933011
6621,48,2.5,Beograd Opština Zemun,69690,1230.719435933011
6622,44,2.0,Beograd Opština Zemun,63600,1230.719435933011
6623,63,2.5,Beograd Opština Zemun,79700,1230.719435933011
6624,36,1.5,Beograd Opština Zemun,52820,1230.719435933011
6625,62,2.5,Beograd Opština Zemun,78000,1230.719435933011
6626,58,2.0,Beograd Opština Zemun,72750,1230.719435933011
6627,51,2.0,Beograd Opština Zemun,64640,1230.719435933011
6628,67,2.5,Beograd Opština Zemun,84900,1230.719435933011
6629,52,1.5,Beograd Opština Zemun,65200,1230.719435933011
6630,62,2.0,Beograd Opština Stari grad,122000,2531.903872181951
6631,95,3.5,Beograd Opština Stari grad,211000,2531.903872181951
6632,59,3.0,Beograd Opština Vračar,134900,2275.3672683163954
6633,77,2.5,Beograd Opština Voždovac,84000,1490.3747385405104
6634,59.34,3.0,Beograd Opština Čukarica,115947,1324.4002797487278
6635,53,2.0,Beograd Opština Palilula,105000,1282.912470736089
6636,45,2.0,Beograd Opština Zemun,40000,1230.719435933011
6639,89,3.0,Beograd Opština Stari grad,242000,2531.903872181951
6640,37,1.5,Beograd Opština Rakovica,36000,991.4218432222813
6641,72,2.5,Beograd Opština Rakovica,70000,991.4218432222813
6642,78,3.0,Beograd Opština Rakovica,65000,991.4218432222813
6643,54,2.5,Beograd Opština Zemun,68000,1230.719435933011
6644,80,3.5,Beograd Opština Voždovac,65000,1490.3747385405104
6645,146,5.0,Beograd Opština Vračar,280000,2275.3672683163954
6646,45,1.0,Beograd Opština Voždovac,45500,1490.3747385405104
6647,72,2.5,Beograd Opština Rakovica,65000,991.4218432222813
6648,62,2.0,Beograd Opština Voždovac,112000,1490.3747385405104
6649,65,3.0,Beograd Opština Savski venac,75000,2723.3487453316557
6650,157,4.0,Beograd Opština Savski venac,295000,2723.3487453316557
6651,82,3.0,Beograd Opština Stari grad,215000,2531.903872181951
6652,70,2.5,Beograd Opština Voždovac,77000,1490.3747385405104
6653,90,2.0,Beograd Opština Savski venac,190000,2723.3487453316557
6654,50,1.0,Beograd Opština Zemun,60000,1230.719435933011
6655,58,2.5,Beograd Opština Novi Beograd,95000,1735.3775474934005
6656,69,3.0,Beograd Opština Zemun,64000,1230.719435933011
6657,57,2.0,Beograd Opština Zemun,84000,1230.719435933011
6658,38,2.0,Beograd Opština Voždovac,48000,1490.3747385405104
6659,36,1.5,Beograd Opština Zvezdara,74000,1461.4519261140167
6660,105,4.0,Beograd Opština Voždovac,105000,1490.3747385405104
6661,122,3.0,Beograd Opština Stari grad,285000,2531.903872181951
6662,47,2.0,Beograd Opština Palilula,43000,1282.912470736089
6663,58,2.0,Beograd Opština Novi Beograd,99000,1735.3775474934005
6664,72,2.5,Beograd Opština Voždovac,87873,1490.3747385405104
6665,71,2.5,Beograd Opština Voždovac,81045,1490.3747385405104
6666,58,2.0,Beograd Opština Lazarevac,39500,730.602332404645
6667,44,1.5,Beograd Opština Čukarica,50000,1324.4002797487278
6668,63,3.0,Beograd Opština Zvezdara,75600,1461.4519261140167
6669,62,2.5,Beograd Opština Zvezdara,125540,1461.4519261140167
6670,62,2.5,Beograd Opština Zvezdara,132360,1461.4519261140167
6671,64,2.5,Beograd Opština Zvezdara,143360,1461.4519261140167
6672,67,2.0,Beograd Opština Novi Beograd,135000,1735.3775474934005
6673,91,3.0,Beograd Opština Vračar,240000,2275.3672683163954
6674,82,4.0,Beograd Opština Zemun,138000,1230.719435933011
6675,65,2.5,Beograd Opština Stari grad,119000,2531.903872181951
6676,150,5.0,Beograd Opština Zemun,210000,1230.719435933011
6677,120,4.0,Beograd Opština Stari grad,295000,2531.903872181951
6678,32,1.0,Beograd Opština Čukarica,72000,1324.4002797487278
6679,105,4.5,Beograd Opština Rakovica,152000,991.4218432222813
6680,69,3.0,Beograd Opština Rakovica,75900,991.4218432222813
6681,32,1.0,Beograd Opština Rakovica,32600,991.4218432222813
6682,101,3.5,Beograd Opština Novi Beograd,145900,1735.3775474934005
6683,33,1.0,Beograd Opština Zvezdara,33000,1461.4519261140167
6684,25,0.5,Beograd Opština Savski venac,40000,2723.3487453316557
6685,76,2.5,Beograd Opština Novi Beograd,114900,1735.3775474934005
6686,60,3.5,Beograd Opština Palilula,103000,1282.912470736089
6687,47,2.5,Beograd Opština Vračar,90000,2275.3672683163954
6688,82,3.0,Beograd Opština Zvezdara,150000,1461.4519261140167
6689,71,3.0,Beograd Opština Zvezdara,113000,1461.4519261140167
6690,46,2.0,Beograd Opština Savski venac,85000,2723.3487453316557
6691,70,2.0,Beograd Opština Voždovac,88000,1490.3747385405104
6692,62,2.0,Beograd Opština Voždovac,61000,1490.3747385405104
6693,66,2.0,Beograd Opština Novi Beograd,89000,1735.3775474934005
6694,75,2.5,Beograd Opština Mladenovac,65000,611.4880952380952
6695,47,2.0,Beograd Opština Zemun,70000,1230.719435933011
6696,50,1.5,Beograd Opština Zvezdara,59000,1461.4519261140167
6697,59,2.0,Beograd Opština Novi Beograd,92000,1735.3775474934005
6698,31,1.5,Beograd Opština Novi Beograd,37510,1735.3775474934005
6699,63.08,3.0,Beograd Opština Novi Beograd,79796,1735.3775474934005
6700,40,2.0,Beograd Opština Stari grad,53900,2531.903872181951
6701,84,2.5,Beograd Opština Stari grad,255000,2531.903872181951
6702,110,4.5,Beograd Opština Vračar,175000,2275.3672683163954
6703,64,2.5,Beograd Opština Voždovac,160000,1490.3747385405104
6704,66,2.0,Beograd Opština Zvezdara,94000,1461.4519261140167
6705,47,2.0,Beograd Opština Voždovac,117500,1490.3747385405104
6706,94,3.0,Beograd Opština Zvezdara,179990,1461.4519261140167
6707,117,4.0,Beograd Opština Novi Beograd,160000,1735.3775474934005
6708,112,3.0,Beograd Opština Zvezdara,77500,1461.4519261140167
6709,50,2.0,Beograd Opština Surčin,45000,978.5740939409486
6710,54,2.0,Beograd Opština Novi Beograd,74500,1735.3775474934005
6711,71,3.0,Beograd Opština Stari grad,155000,2531.903872181951
6712,121,5.0,Beograd Opština Zemun,141000,1230.719435933011
6713,76,3.0,Beograd Opština Palilula,51900,1282.912470736089
6714,89,2.5,Beograd Opština Voždovac,120000,1490.3747385405104
6715,92,3.5,Beograd Opština Palilula,180000,1282.912470736089
6716,80,3.0,Beograd Opština Čukarica,135000,1324.4002797487278
6717,107,3.0,Beograd Opština Vračar,285000,2275.3672683163954
6718,76,3.5,Beograd Opština Čukarica,110000,1324.4002797487278
6719,40,2.0,Beograd Opština Zvezdara,75000,1461.4519261140167
6720,74,2.5,Beograd Opština Novi Beograd,118000,1735.3775474934005
6721,55,2.0,Beograd Opština Palilula,50000,1282.912470736089
6722,72,3.0,Beograd Opština Rakovica,65000,991.4218432222813
6723,51,2.5,Beograd Opština Zvezdara,77000,1461.4519261140167
6724,51,2.5,Beograd Opština Zvezdara,77000,1461.4519261140167
6725,72,3.0,Beograd Opština Voždovac,120000,1490.3747385405104
6726,50,1.5,Beograd Opština Zvezdara,52500,1461.4519261140167
6727,54,1.5,Beograd Opština Zvezdara,56700,1461.4519261140167
6728,145,4.0,Beograd Opština Zvezdara,200000,1461.4519261140167
6729,62,2.0,Beograd Opština Zemun,52000,1230.719435933011
6730,64,2.5,Beograd Opština Zemun,39900,1230.719435933011
6731,145,4.0,Beograd Opština Zvezdara,200000,1461.4519261140167
6732,64,3.0,Beograd Opština Savski venac,149000,2723.3487453316557
6733,54,2.5,Beograd Opština Voždovac,57000,1490.3747385405104
6734,57,2.5,Beograd Opština Zvezdara,59900,1461.4519261140167
6735,20,1.0,Beograd Opština Stari grad,75000,2531.903872181951
6736,20,1.0,Beograd Opština Stari grad,75000,2531.903872181951
6737,20,1.0,Beograd Opština Stari grad,75000,2531.903872181951
6738,20,1.0,Beograd Opština Stari grad,75000,2531.903872181951
6739,57,2.5,Beograd Opština Zvezdara,59900,1461.4519261140167
6740,65,3.0,Beograd Opština Palilula,103000,1282.912470736089
6741,48,1.5,Beograd Opština Palilula,59000,1282.912470736089
6742,110,4.0,Beograd Opština Zemun,85000,1230.719435933011
6743,34,1.5,Beograd Opština Palilula,35000,1282.912470736089
6744,60,2.0,Beograd Opština Palilula,65000,1282.912470736089
6745,70,2.0,Beograd Opština Palilula,75000,1282.912470736089
6746,65,2.5,Beograd Opština Stari grad,260000,2531.903872181951
6747,66,2.0,Beograd Opština Vračar,145000,2275.3672683163954
6748,75,2.5,Beograd Opština Zemun,68000,1230.719435933011
6749,75,3.0,Beograd Opština Stari grad,135000,2531.903872181951
6750,33,1.5,Beograd Opština Palilula,33000,1282.912470736089
6751,77,3.0,Beograd Opština Voždovac,86000,1490.3747385405104
6752,77,3.0,Beograd Opština Vračar,86000,2275.3672683163954
6753,26,1.0,Beograd Opština Stari grad,49900,2531.903872181951
6754,45,1.5,Beograd Opština Palilula,46000,1282.912470736089
6755,72,2.5,Beograd Opština Rakovica,64000,991.4218432222813
6756,25,1.0,Beograd Opština Savski venac,35000,2723.3487453316557
6757,45,1.5,Beograd Opština Palilula,46000,1282.912470736089
6758,77,2.5,Beograd Opština Novi Beograd,100000,1735.3775474934005
6759,80,3.0,Beograd Opština Novi Beograd,115000,1735.3775474934005
6760,80,3.0,Beograd Opština Novi Beograd,115000,1735.3775474934005
6761,80,3.0,Beograd Opština Novi Beograd,115000,1735.3775474934005
6762,80,3.0,Beograd Opština Novi Beograd,115000,1735.3775474934005
6763,85,3.0,Beograd Opština Stari grad,210000,2531.903872181951
6764,58,2.0,Beograd Opština Palilula,61950,1282.912470736089
6765,67,3.0,Beograd Opština Zvezdara,62000,1461.4519261140167
6766,58,2.0,Beograd Opština Palilula,61950,1282.912470736089
6767,65,3.0,Beograd Opština Vračar,85000,2275.3672683163954
6768,65,3.0,Beograd Opština Vračar,85000,2275.3672683163954
6769,65,3.0,Beograd Opština Vračar,85000,2275.3672683163954
6770,63,2.5,Beograd Opština Palilula,46000,1282.912470736089
6771,66,1.5,Beograd Opština Palilula,54000,1282.912470736089
6772,42,1.0,Beograd Opština Stari grad,100000,2531.903872181951
6773,160,4.5,Beograd Opština Novi Beograd,215000,1735.3775474934005
6774,78,3.0,Beograd Opština Zvezdara,148500,1461.4519261140167
6775,55,2.0,Beograd Opština Palilula,42000,1282.912470736089
6776,50,2.5,Beograd Opština Voždovac,75000,1490.3747385405104
6777,54,2.0,Beograd Opština Zemun,70000,1230.719435933011
6778,117,4.0,Beograd Opština Novi Beograd,245000,1735.3775474934005
6779,39,1.0,Beograd Opština Novi Beograd,88000,1735.3775474934005
6780,69,3.0,Beograd Opština Voždovac,77000,1490.3747385405104
6781,46,2.0,Beograd Opština Zvezdara,69900,1461.4519261140167
6782,89,3.0,Beograd Opština Novi Beograd,120000,1735.3775474934005
6783,146,4.5,Beograd Opština Vračar,275000,2275.3672683163954
6784,85,2.5,Beograd Opština Voždovac,85000,1490.3747385405104
6785,120,3.5,Beograd Opština Stari grad,182900,2531.903872181951
6786,90,4.0,Beograd Opština Čukarica,89000,1324.4002797487278
6787,68,2.0,Beograd Opština Zvezdara,102000,1461.4519261140167
6788,62,2.0,Beograd Opština Stari grad,123000,2531.903872181951
6789,30,1.0,Beograd Opština Čukarica,28000,1324.4002797487278
6790,96,3.5,Beograd Opština Vračar,265000,2275.3672683163954
6791,110,3.0,Beograd Opština Stari grad,299000,2531.903872181951
6792,20,0.5,Beograd Opština Palilula,30000,1282.912470736089
6793,38,1.5,Beograd Opština Novi Beograd,76000,1735.3775474934005
6794,55,2.5,Beograd Opština Novi Beograd,66000,1735.3775474934005
6795,59,1.5,Beograd Opština Voždovac,80000,1490.3747385405104
6797,52,1.5,Beograd Opština Stari grad,104000,2531.903872181951
6798,82,3.0,Beograd Opština Voždovac,107000,1490.3747385405104
6799,55,2.0,Beograd Opština Zvezdara,61985,1461.4519261140167
6800,88,3.5,Beograd Opština Zvezdara,255000,1461.4519261140167
6801,54,2.0,Beograd Opština Zemun,70000,1230.719435933011
6802,101,3.5,Beograd Opština Novi Beograd,119900,1735.3775474934005
6803,31,1.0,Beograd Opština Stari grad,97000,2531.903872181951
6804,35,1.5,Beograd Opština Vračar,81600,2275.3672683163954
6805,94,4.0,Beograd Opština Palilula,150000,1282.912470736089
6806,100,3.5,Beograd Opština Vračar,210000,2275.3672683163954
6807,71,2.5,Beograd Opština Novi Beograd,100000,1735.3775474934005
6808,122,3.5,Beograd Opština Zvezdara,135000,1461.4519261140167
6809,120,4.0,Beograd Opština Novi Beograd,254900,1735.3775474934005
6810,86,4.0,Beograd Opština Voždovac,147000,1490.3747385405104
6811,55,3.5,Beograd Opština Rakovica,49000,991.4218432222813
6812,44,1.5,Beograd Opština Novi Beograd,103000,1735.3775474934005
6813,18,0.5,Beograd Opština Čukarica,27000,1324.4002797487278
6814,95,4.0,Beograd Opština Novi Beograd,109250,1735.3775474934005
6815,94,4.0,Beograd Opština Novi Beograd,108100,1735.3775474934005
6816,84,3.5,Beograd Opština Rakovica,72500,991.4218432222813
6818,117,4.0,Beograd Opština Savski venac,190000,2723.3487453316557
6819,96,3.0,Beograd Opština Vračar,179000,2275.3672683163954
6820,109,4.0,Beograd Opština Stari grad,239000,2531.903872181951
6822,100,3.5,Beograd Opština Novi Beograd,107990,1735.3775474934005
6823,84,2.5,Beograd Opština Barajevo,29900,391.6555109326194
6824,57,2.5,Beograd Opština Palilula,95000,1282.912470736089
6825,36.60,2.0,Beograd Opština Novi Beograd,44286,1735.3775474934005
6826,66,2.5,Beograd Opština Vračar,175000,2275.3672683163954
6827,75,2.5,Beograd Opština Zvezdara,84000,1461.4519261140167
6828,70,3.0,Beograd Opština Zvezdara,115000,1461.4519261140167
6829,81,3.0,Beograd Opština Voždovac,186000,1490.3747385405104
6830,50,1.5,Beograd Opština Novi Beograd,62500,1735.3775474934005
6831,42,1.5,Beograd Opština Novi Beograd,52500,1735.3775474934005
6832,55,2.5,Beograd Opština Zemun,77000,1230.719435933011
6833,94,3.0,Beograd Opština Zvezdara,180500,1461.4519261140167
6834,68,2.0,Beograd Opština Novi Beograd,215000,1735.3775474934005
6835,107,4.0,Beograd Opština Zvezdara,90000,1461.4519261140167
6836,107,3.5,Beograd Opština Palilula,245000,1282.912470736089
6837,34,1.5,Beograd Opština Novi Beograd,43010,1735.3775474934005
6838,36,1.5,Beograd Opština Rakovica,41000,991.4218432222813
6839,77,3.0,Beograd Opština Savski venac,107000,2723.3487453316557
6840,18,0.5,Beograd Opština Stari grad,59900,2531.903872181951
6841,66,2.5,Beograd Opština Zvezdara,75000,1461.4519261140167
6842,41,1.5,Beograd Opština Zvezdara,36000,1461.4519261140167
6843,41,1.5,Beograd Opština Palilula,54000,1282.912470736089
6844,51,2.5,Beograd Opština Surčin,66300,978.5740939409486
6845,83,3.5,Beograd Opština Novi Beograd,142000,1735.3775474934005
6846,107,3.0,Beograd Opština Vračar,285000,2275.3672683163954
6847,76,3.0,Beograd Opština Novi Beograd,165000,1735.3775474934005
6848,110,4.0,Beograd Opština Novi Beograd,169900,1735.3775474934005
6849,81,3.0,Beograd Opština Zvezdara,81900,1461.4519261140167
6850,48,2.0,Beograd Opština Novi Beograd,74900,1735.3775474934005
6851,77,3.5,Beograd Opština Novi Beograd,141000,1735.3775474934005
6852,38,1.5,Beograd Opština Voždovac,38000,1490.3747385405104
6853,48,2.0,Beograd Opština Voždovac,55000,1490.3747385405104
6854,45,2.0,Beograd Opština Zvezdara,49488,1461.4519261140167
6855,76,3.0,Beograd Opština Grocka,55000,673.2479671062097
6856,33,1.0,Beograd Opština Zvezdara,36300,1461.4519261140167
6857,69,2.5,Beograd Opština Rakovica,80000,991.4218432222813
6858,62,2.5,Beograd Opština Rakovica,72500,991.4218432222813
6859,140,4.0,Beograd Opština Čukarica,140000,1324.4002797487278
6860,55,2.5,Beograd Opština Rakovica,47000,991.4218432222813
6861,67,2.5,Beograd Opština Savski venac,92000,2723.3487453316557
6862,57,2.5,Beograd Opština Zvezdara,109500,1461.4519261140167
6863,26,0.5,Beograd Opština Zvezdara,35000,1461.4519261140167
6864,42.64,2.0,Beograd Opština Novi Beograd,55400,1735.3775474934005
6865,56.69,2.0,Beograd Opština Novi Beograd,67970,1735.3775474934005
6866,42.78,1.5,Beograd Opština Novi Beograd,55570,1735.3775474934005
6867,133,5+,Beograd Opština Vračar,262000,2275.3672683163954
6868,60,2.0,Beograd Opština Voždovac,85000,1490.3747385405104
6869,65,2.5,Beograd Opština Voždovac,89900,1490.3747385405104
6870,165,5+,Beograd Opština Čukarica,135000,1324.4002797487278
6871,58,2.0,Beograd Opština Vračar,155000,2275.3672683163954
6872,60,2.0,Beograd Opština Voždovac,23000,1490.3747385405104
6873,28.50,1.0,Beograd Opština Stari grad,86000,2531.903872181951
6874,73,3.0,Beograd Opština Rakovica,75000,991.4218432222813
6875,36,1.0,Beograd Opština Palilula,35000,1282.912470736089
6876,39,1.5,Beograd Opština Zemun,34650,1230.719435933011
6877,84,3.0,Beograd Opština Stari grad,215000,2531.903872181951
6878,39,1.5,Beograd Opština Voždovac,52000,1490.3747385405104
6879,58,2.0,Beograd Opština Vračar,155000,2275.3672683163954
6880,56,2.0,Beograd Opština Novi Beograd,75000,1735.3775474934005
6881,56,2.0,Beograd Opština Novi Beograd,105000,1735.3775474934005
6882,35,1.5,Beograd Opština Zvezdara,41000,1461.4519261140167
6883,45,2.5,Beograd Opština Zvezdara,51000,1461.4519261140167
6885,50,1.5,Beograd Opština Zemun,81900,1230.719435933011
6886,48,3.0,Beograd Opština Čukarica,69000,1324.4002797487278
6887,37,1.5,Beograd Opština Novi Beograd,67000,1735.3775474934005
6888,51,2.5,Beograd Opština Palilula,96000,1282.912470736089
6889,54,2.0,Beograd Opština Zemun,69000,1230.719435933011
6890,84,3.0,Beograd Opština Palilula,83900,1282.912470736089
6891,51,1.0,Beograd Opština Novi Beograd,69800,1735.3775474934005
6892,65,3.0,Beograd Opština Zemun,79500,1230.719435933011
6893,81,3.0,Beograd Opština Voždovac,186000,1490.3747385405104
6894,98,3.5,Beograd Opština Palilula,175000,1282.912470736089
6895,98,3.5,Beograd Opština Palilula,175000,1282.912470736089
6896,98,3.5,Beograd Opština Palilula,175000,1282.912470736089
6897,98,3.5,Beograd Opština Palilula,175000,1282.912470736089
6898,51,2.0,Beograd Opština Čukarica,95000,1324.4002797487278
6899,83,3.5,Beograd Opština Rakovica,80000,991.4218432222813
6900,117,3.0,Beograd Opština Vračar,240000,2275.3672683163954
6901,83,3.5,Beograd Opština Rakovica,80000,991.4218432222813
6902,79,3.0,Beograd Opština Čukarica,103000,1324.4002797487278
6903,71,2.5,Beograd Opština Zemun,89900,1230.719435933011
6904,75,3.5,Beograd Opština Novi Beograd,119000,1735.3775474934005
6905,92,4.0,Beograd Opština Vračar,198000,2275.3672683163954
6906,39,1.5,Beograd Opština Zvezdara,44850,1461.4519261140167
6907,57,2.0,Beograd Opština Voždovac,68000,1490.3747385405104
6908,37,1.0,Beograd Opština Zemun,49950,1230.719435933011
6909,93,3.5,Beograd Opština Zvezdara,63900,1461.4519261140167
6910,119,5.0,Beograd Opština Vračar,297500,2275.3672683163954
6911,110,4.0,Beograd Opština Voždovac,143000,1490.3747385405104
6912,44,1.5,Beograd Opština Voždovac,79000,1490.3747385405104
6913,91,3.0,Beograd Opština Zvezdara,120000,1461.4519261140167
6914,64,3.0,Beograd Opština Savski venac,115000,2723.3487453316557
6915,100,3.5,Beograd Opština Vračar,198000,2275.3672683163954
6916,78,2.5,Beograd Opština Rakovica,73000,991.4218432222813
6917,95,4.5,Beograd Opština Čukarica,101000,1324.4002797487278
6918,69,2.5,Beograd Opština Rakovica,73000,991.4218432222813
6919,61,2.0,Beograd Opština Voždovac,65000,1490.3747385405104
6920,33,1.0,Beograd Opština Zvezdara,35000,1461.4519261140167
6921,162,5+,Beograd Opština Zvezdara,275000,1461.4519261140167
6922,50,2.5,Beograd Opština Novi Beograd,94500,1735.3775474934005
6923,54,3.0,Beograd Opština Vračar,125000,2275.3672683163954
6924,62,2.0,Beograd Opština Vračar,135000,2275.3672683163954
6925,63,3.5,Beograd Opština Voždovac,81900,1490.3747385405104
6926,60,3.0,Beograd Opština Čukarica,47000,1324.4002797487278
6927,84,3.0,Beograd Opština Rakovica,72500,991.4218432222813
6928,73,3.0,Beograd Opština Novi Beograd,169900,1735.3775474934005
6929,41,2.0,Beograd Opština Stari grad,139000,2531.903872181951
6930,65,2.0,Beograd Opština Novi Beograd,138000,1735.3775474934005
6931,63,2.0,Beograd Opština Rakovica,63000,991.4218432222813
6932,51,2.5,Beograd Opština Zvezdara,84000,1461.4519261140167
6933,48,2.0,Beograd Opština Zvezdara,79000,1461.4519261140167
6934,46.60,2.5,Beograd Opština Vračar,90000,2275.3672683163954
6935,85,4.0,Beograd Opština Zvezdara,140250,1461.4519261140167
6936,78,3.0,Beograd Opština Stari grad,165000,2531.903872181951
6937,108,5+,Beograd Opština Zvezdara,240000,1461.4519261140167
6938,20,0.5,Beograd Opština Voždovac,42500,1490.3747385405104
6939,93,4.0,Beograd Opština Voždovac,170000,1490.3747385405104
6940,51,2.0,Beograd Opština Palilula,55000,1282.912470736089
6941,68,3.0,Beograd Opština Zvezdara,111900,1461.4519261140167
6942,70,4.0,Beograd Opština Čukarica,106000,1324.4002797487278
6943,89,3.5,Beograd Opština Novi Beograd,143000,1735.3775474934005
6944,100,4.0,Beograd Opština Vračar,198000,2275.3672683163954
6945,41,1.0,Beograd Opština Vračar,102000,2275.3672683163954
6946,53,1.5,Beograd Opština Zvezdara,63600,1461.4519261140167
6947,70,2.0,Beograd Opština Stari grad,90000,2531.903872181951
6948,80,3.0,Beograd Opština Stari grad,146000,2531.903872181951
6950,51,2.0,Beograd Opština Zvezdara,40000,1461.4519261140167
6951,78,3.0,Beograd Opština Rakovica,65000,991.4218432222813
6952,53,2.0,Beograd Opština Rakovica,59000,991.4218432222813
6953,187,5+,Beograd Opština Voždovac,186000,1490.3747385405104
6954,32,1.5,Beograd Opština Zvezdara,39000,1461.4519261140167
6955,26,1.0,Beograd Opština Vračar,60000,2275.3672683163954
6956,57,2.0,Beograd Opština Zvezdara,109000,1461.4519261140167
6957,120,3.0,Beograd Opština Voždovac,135000,1490.3747385405104
6958,38,1.0,Beograd Opština Novi Beograd,100000,1735.3775474934005
6959,75,2.5,Beograd Opština Palilula,133000,1282.912470736089
6960,33,1.5,Beograd Opština Palilula,29000,1282.912470736089
6961,47,1.5,Beograd Opština Čukarica,35500,1324.4002797487278
6962,40,1.5,Beograd Opština Vračar,75000,2275.3672683163954
6963,99,3.0,Beograd Opština Stari grad,239000,2531.903872181951
6964,90,5.0,Beograd Opština Novi Beograd,149000,1735.3775474934005
6965,68,3.5,Beograd Opština Novi Beograd,50000,1735.3775474934005
6966,46.66,2.0,Beograd Opština Zvezdara,46200,1461.4519261140167
6967,61,3.0,Beograd Opština Zvezdara,60500,1461.4519261140167
6968,58,2.5,Beograd Opština Novi Beograd,122400,1735.3775474934005
6969,28,0.5,Beograd Opština Rakovica,24200,991.4218432222813
6970,58,2.5,Beograd Opština Novi Beograd,90000,1735.3775474934005
6971,107,3.5,Beograd Opština Zvezdara,140000,1461.4519261140167
6972,140,3.5,Beograd Opština Voždovac,98000,1490.3747385405104
6973,73,3.5,Beograd Opština Novi Beograd,139000,1735.3775474934005
6974,101,4.0,Beograd Opština Vračar,300000,2275.3672683163954
6976,82,3.0,Beograd Opština Stari grad,215000,2531.903872181951
6977,82,3.5,Beograd Opština Vračar,220000,2275.3672683163954
6978,70,3.0,Beograd Opština Zvezdara,120000,1461.4519261140167
6979,66,3.0,Beograd Opština Vračar,159900,2275.3672683163954
6980,53,2.0,Beograd Opština Rakovica,53000,991.4218432222813
6981,55,2.0,Beograd Opština Zvezdara,63000,1461.4519261140167
6982,61,2.0,Beograd Opština Savski venac,153000,2723.3487453316557
6983,84,3.0,Beograd Opština Stari grad,228000,2531.903872181951
6984,102,4.0,Beograd Opština Vračar,169000,2275.3672683163954
6985,81,3.0,Beograd Opština Rakovica,74000,991.4218432222813
6986,81.73,3.0,Beograd Opština Savski venac,192888,2723.3487453316557
6987,53,2.5,Beograd Opština Voždovac,88500,1490.3747385405104
6988,64,3.0,Beograd Opština Zvezdara,142000,1461.4519261140167
6989,58.50,3.0,Beograd Opština Zvezdara,134000,1461.4519261140167
6990,28,1.0,Beograd Opština Stari grad,92000,2531.903872181951
6991,57,1.5,Beograd Opština Novi Beograd,90000,1735.3775474934005
6992,43,1.5,Beograd Opština Zvezdara,60000,1461.4519261140167
6993,75,3.5,Beograd Opština Zvezdara,78000,1461.4519261140167
6994,50,2.0,Beograd Opština Čukarica,68500,1324.4002797487278
6995,75,3.0,Beograd Opština Novi Beograd,119900,1735.3775474934005
6996,81,3.0,Beograd Opština Novi Beograd,89500,1735.3775474934005
6997,43,1.5,Beograd Opština Palilula,87000,1282.912470736089
6998,113,4.0,Beograd Opština Voždovac,219000,1490.3747385405104
6999,40,1.5,Beograd Opština Zvezdara,79500,1461.4519261140167
7000,126,4.0,Beograd Opština Palilula,260000,1282.912470736089
7001,106,3.5,Beograd Opština Voždovac,199000,1490.3747385405104
7002,57,2.0,Beograd Opština Palilula,55000,1282.912470736089
7003,44,2.5,Beograd Opština Zvezdara,51700,1461.4519261140167
7004,46,2.0,Beograd Opština Zvezdara,52800,1461.4519261140167
7007,65,1.5,Beograd Opština Palilula,63000,1282.912470736089
7008,71,3.0,Beograd Opština Palilula,76000,1282.912470736089
7013,38,1.0,Beograd Opština Čukarica,38000,1324.4002797487278
7014,65,2.5,Beograd Opština Novi Beograd,104900,1735.3775474934005
7015,80,3.0,Beograd Opština Vračar,230000,2275.3672683163954
7016,88,3.0,Beograd Opština Zvezdara,172000,1461.4519261140167
7017,168,4.0,Beograd Opština Čukarica,150000,1324.4002797487278
7018,25,1.0,Beograd Opština Stari grad,55500,2531.903872181951
7019,40,1.5,Beograd Opština Voždovac,47000,1490.3747385405104
7020,157,5.0,Beograd Opština Voždovac,270000,1490.3747385405104
7021,89,3.5,Beograd Opština Stari grad,271000,2531.903872181951
7022,106,4.5,Beograd Opština Palilula,150000,1282.912470736089
7023,70,2.5,Beograd Opština Zvezdara,82000,1461.4519261140167
7024,114,4.0,Beograd Opština Vračar,198000,2275.3672683163954
7025,75,3.5,Beograd Opština Vračar,125000,2275.3672683163954
7026,50,1.0,Beograd Opština Vračar,109000,2275.3672683163954
7027,50,2.0,Beograd Opština Voždovac,40000,1490.3747385405104
7028,36,1.5,Beograd Opština Palilula,43200,1282.912470736089
7029,51,1.5,Beograd Opština Rakovica,63750,991.4218432222813
7030,53,2.5,Beograd Opština Grocka,47700,673.2479671062097
7031,28,0.5,Beograd Opština Grocka,28000,673.2479671062097
7033,51,1.5,Beograd Opština Novi Beograd,96000,1735.3775474934005
7034,51,2.5,Beograd Opština Čukarica,102000,1324.4002797487278
7035,36,1.5,Beograd Opština Grocka,36000,673.2479671062097
7037,57,2.5,Beograd Opština Grocka,51300,673.2479671062097
7038,50,2.0,Beograd Opština Palilula,44900,1282.912470736089
7039,26,0.5,Beograd Opština Stari grad,52000,2531.903872181951
